geo_value,time_value,value,stderr
mn,2022-06-21,11.509779,1.0638162
mo,2022-06-21,16.607399,1.1567222
ms,2022-06-21,16.5094249,1.74409
mt,2022-06-21,17.2093963,2.3732766
nc,2022-06-21,14.1528774,0.8461438
nd,2022-06-21,15.7739591,3.1955667
ne,2022-06-21,14.5562548,1.8260384
nh,2022-06-21,13.3198754,1.8373707
nj,2022-06-21,10.6649099,0.9775571
nm,2022-06-21,16.6360155,1.7287582
nv,2022-06-21,21.176428,2.0751138
ny,2022-06-21,13.0109846,0.7048722
oh,2022-06-21,16.8838617,0.8425098
ok,2022-06-21,16.1081439,1.5253308
or,2022-06-21,19.8763858,1.3631856
pa,2022-06-21,13.9193786,0.7460029
ri,2022-06-21,14.4133797,2.5548189
sc,2022-06-21,12.0458648,1.0719671
sd,2022-06-21,16.4003681,2.7443145
tn,2022-06-21,17.6765901,1.1301554
tx,2022-06-21,13.9059192,0.5898327
ut,2022-06-21,19.1455116,1.7438999
va,2022-06-21,11.7368084,0.871638
vt,2022-06-21,16.2455725,3.0739019
wa,2022-06-21,18.52902,0.9955885
wi,2022-06-21,13.5498767,1.0758698
wv,2022-06-21,16.3015359,1.8352354
wy,2022-06-21,15.2537991,3.0285029
ak,2022-06-22,11.1352751,2.456367
al,2022-06-22,15.0512051,1.2869274
ar,2022-06-22,19.2049482,1.7046223
az,2022-06-22,16.7193858,1.146795
ca,2022-06-22,13.5252805,0.5009234
co,2022-06-22,12.3148334,1.0513084
ct,2022-06-22,16.1734033,1.3703233
de,2022-06-22,16.0503517,2.4526056
fl,2022-06-22,12.9635772,0.5617912
ga,2022-06-22,13.604651,0.9549116
hi,2022-06-22,10.334798,2.0956644
ia,2022-06-22,15.0294997,1.3346712
id,2022-06-22,15.7823382,1.9851323
il,2022-06-22,12.8071663,0.7506114
in,2022-06-22,14.783594,1.052157
ks,2022-06-22,15.8046136,1.5333404
ky,2022-06-22,13.9006293,1.2150478
la,2022-06-22,16.0286347,1.4345807
ma,2022-06-22,13.5458789,1.1062151
md,2022-06-22,10.3178559,1.0501875
me,2022-06-22,14.5801577,1.8421605
mi,2022-06-22,14.1070286,0.7712606
mn,2022-06-22,11.5254575,1.0685984
mo,2022-06-22,15.2192447,1.1187066
ms,2022-06-22,15.1435637,1.6877226
mt,2022-06-22,16.3545003,2.2765194
nc,2022-06-22,14.3491582,0.8505155
nd,2022-06-22,14.7679111,3.0189621
ne,2022-06-22,15.3802242,1.848218
nh,2022-06-22,13.9665472,1.9257757
nj,2022-06-22,11.2387445,0.9943175
nm,2022-06-22,15.9882673,1.6848735
nv,2022-06-22,17.5104192,1.913287
ny,2022-06-22,12.5353328,0.6923906
oh,2022-06-22,16.6814772,0.8264291
ok,2022-06-22,15.2320821,1.5119677
or,2022-06-22,19.1600317,1.3297078
pa,2022-06-22,13.523077,0.7458842
ri,2022-06-22,13.7725204,2.5757748
sc,2022-06-22,12.3836896,1.0692623
sd,2022-06-22,15.6141315,2.5925172
tn,2022-06-22,16.3624292,1.1111974
tx,2022-06-22,13.8053046,0.5929697
ut,2022-06-22,17.1612443,1.6860169
va,2022-06-22,12.3266274,0.8796837
vt,2022-06-22,16.5785576,2.9585815
wa,2022-06-22,17.5533789,0.9744872
wi,2022-06-22,11.6716557,1.0143362
wv,2022-06-22,15.785457,1.807055
wy,2022-06-22,16.2693512,3.0763079
ak,2022-06-23,11.1021167,2.4993096
al,2022-06-23,15.2055093,1.2990754
ar,2022-06-23,20.2310705,1.738315
az,2022-06-23,16.2379201,1.1459399
ca,2022-06-23,13.9743335,0.507797
co,2022-06-23,11.5971152,1.0115199
ct,2022-06-23,16.1682023,1.3816756
de,2022-06-23,18.5739711,2.5811966
fl,2022-06-23,12.8798794,0.5600872
ga,2022-06-23,14.5023341,0.9861477
hi,2022-06-23,11.6471021,2.143361
ia,2022-06-23,14.3076835,1.3151972
id,2022-06-23,20.0932232,2.1594984
il,2022-06-23,13.9584614,0.7703137
in,2022-06-23,14.3476708,1.0428481
ks,2022-06-23,14.3175512,1.4683676
ky,2022-06-23,14.0068973,1.2144449
la,2022-06-23,15.9997665,1.4248466
ma,2022-06-23,11.6834653,1.0561727
md,2022-06-23,11.6086948,1.1078819
me,2022-06-23,14.6373942,1.8205183
mi,2022-06-23,14.3158008,0.772596
mn,2022-06-23,11.5324213,1.0755187
mo,2022-06-23,14.9170716,1.1015682
ms,2022-06-23,13.1323369,1.5762692
mt,2022-06-23,15.654989,2.191435
nc,2022-06-23,13.4908173,0.8310109
nd,2022-06-23,14.0240631,3.0326136
ne,2022-06-23,12.0839575,1.6654733
nh,2022-06-23,13.923994,1.9444346
nj,2022-06-23,11.2102463,0.9986742
nm,2022-06-23,17.0911626,1.7453625
nv,2022-06-23,14.6106825,1.7558789
ny,2022-06-23,13.7515499,0.7163933
oh,2022-06-23,16.490048,0.8358656
ok,2022-06-23,14.2424839,1.4666473
or,2022-06-23,17.3755131,1.2686406
pa,2022-06-23,12.9844653,0.7302052
ri,2022-06-23,14.4914447,2.6459371
sc,2022-06-23,12.5280307,1.0751563
sd,2022-06-23,12.0121764,2.2321783
tn,2022-06-23,16.3147586,1.1093934
tx,2022-06-23,13.4582861,0.5863006
ut,2022-06-23,15.6601559,1.6170517
va,2022-06-23,12.6653178,0.8900845
vt,2022-06-23,12.583858,2.7355443
wa,2022-06-23,16.1042795,0.9474879
wi,2022-06-23,11.5930589,0.9903385
wv,2022-06-23,16.7000772,1.8418861
wy,2022-06-23,16.7097554,3.1535172
ak,2022-06-24,10.6383216,2.4150071
al,2022-06-24,14.9217386,1.2628666
ar,2022-06-24,22.7341641,1.8204042
az,2022-06-24,17.2389529,1.1714621
ca,2022-06-24,13.6614829,0.502186
co,2022-06-24,12.0580381,1.0297765
ct,2022-06-24,15.4909854,1.3665705
de,2022-06-24,16.2543149,2.4988334
fl,2022-06-24,12.9357577,0.5632506
ga,2022-06-24,14.8036678,0.9857324
hi,2022-06-24,10.4587923,2.082214
ia,2022-06-24,11.2627918,1.2028095
id,2022-06-24,17.9550058,2.0276825
il,2022-06-24,14.1376642,0.7847781
in,2022-06-24,13.24407,1.0048221
ks,2022-06-24,13.3357815,1.4289981
ky,2022-06-24,15.1963591,1.2515879
la,2022-06-24,19.6939945,1.5194824
ma,2022-06-24,12.3751771,1.07981
md,2022-06-24,12.4327038,1.1445989
me,2022-06-24,15.8688272,1.854962
mi,2022-06-24,13.0617556,0.7481098
mn,2022-06-24,12.0614355,1.1035368
mo,2022-06-24,14.9539856,1.1161104
ms,2022-06-24,14.0891483,1.6325897
mt,2022-06-24,14.0577864,2.0307871
nc,2022-06-24,12.6268387,0.816711
nd,2022-06-24,14.5479923,3.1030765
ne,2022-06-24,12.0154308,1.66575
nh,2022-06-24,11.4841632,1.8196631
nj,2022-06-24,12.0326175,1.0329639
nm,2022-06-24,12.1808882,1.4970523
nv,2022-06-24,13.111384,1.6925721
ny,2022-06-24,13.5341334,0.7153268
oh,2022-06-24,16.1871632,0.8390725
ok,2022-06-24,14.429579,1.4864659
or,2022-06-24,18.2028124,1.2905283
pa,2022-06-24,13.6595059,0.7474473
ri,2022-06-24,13.8843591,2.7001299
sc,2022-06-24,11.232158,1.0212462
sd,2022-06-24,11.8510501,2.2456562
tn,2022-06-24,16.3914505,1.1289254
tx,2022-06-24,12.9023408,0.5726181
ut,2022-06-24,14.7051962,1.5997551
va,2022-06-24,13.2472975,0.9049073
vt,2022-06-24,12.134006,2.7023139
wa,2022-06-24,16.5494734,0.9560394
wi,2022-06-24,12.5349426,1.0208694
wv,2022-06-24,14.730179,1.7877416
wy,2022-06-24,15.893131,3.1472386
ak,2022-06-25,14.6162988,2.8104616
al,2022-06-25,17.1602423,1.3491137
ar,2022-06-25,22.4839215,1.8576225
az,2022-06-25,17.3502439,1.1812842
ca,2022-06-25,14.2444892,0.5144204
co,2022-06-25,11.8359592,1.0099877
ct,2022-06-25,15.3744625,1.3536972
de,2022-06-25,17.0267615,2.5814702
fl,2022-06-25,12.8416235,0.5606329
ga,2022-06-25,14.2493588,0.9740021
hi,2022-06-25,9.8747695,1.9888197
ia,2022-06-25,11.3208903,1.2152062
id,2022-06-25,17.4297676,1.9876155
il,2022-06-25,13.775526,0.7702599
in,2022-06-25,15.7492998,1.0836229
ks,2022-06-25,13.8879117,1.4680016
ky,2022-06-25,15.8088185,1.2582512
la,2022-06-25,19.5548392,1.5077317
ma,2022-06-25,12.5615796,1.0944301
md,2022-06-25,13.4530539,1.2079112
me,2022-06-25,15.7820154,1.8580324
mi,2022-06-25,13.5327917,0.7624261
mn,2022-06-25,13.9868852,1.1705931
mo,2022-06-25,16.0399597,1.1519126
ms,2022-06-25,13.497589,1.5912944
mt,2022-06-25,16.7467423,2.2080422
nc,2022-06-25,12.637854,0.8270778
nd,2022-06-25,14.8546799,3.1181387
ne,2022-06-25,12.8892781,1.7211578
nh,2022-06-25,11.5287945,1.8168274
nj,2022-06-25,11.6413385,1.0111769
nm,2022-06-25,15.6861184,1.6357267
nv,2022-06-25,11.6245657,1.6052975
ny,2022-06-25,13.5493615,0.7205664
oh,2022-06-25,15.676772,0.8356537
ok,2022-06-25,16.5910282,1.566661
or,2022-06-25,17.8528779,1.3096829
pa,2022-06-25,12.6394048,0.7298295
ri,2022-06-25,20.1464604,3.2426815
sc,2022-06-25,11.327737,1.0202386
sd,2022-06-25,11.8019354,2.2977892
tn,2022-06-25,15.4253989,1.0958707
tx,2022-06-25,13.1854196,0.5829638
ut,2022-06-25,14.2566397,1.6006834
va,2022-06-25,13.1155769,0.8976184
vt,2022-06-25,10.6264661,2.5078987
wa,2022-06-25,17.4376748,0.9909895
wi,2022-06-25,12.1553625,1.0060393
wv,2022-06-25,13.9266494,1.7398405
wy,2022-06-25,15.4242151,3.2309302
